,topic,content,summary,full_content
10,,"Nhóm nghề nghiệp Tiếp thị và truyền thông 
- Tính chất công việc:  Đưa các sản phẩm ra thị trường và tới tay khách hàng. Xây dựng và phát triển chiến lược truyền thông, tiếp thị hiệu quả, tạo ra các chiến dịch quảng cáo sáng tạo, phát triển nội dung hấp dẫn qua các phương tiện truyền thông, nhằm đẩy mạnh nhận diện thương hiệu của ngân hàng","Nhóm Tiếp thị và truyền thông tại ngân hàng MB chịu trách nhiệm đưa sản phẩm ra thị trường, xây dựng chiến lược truyền thông, tạo chiến dịch quảng cáo sáng tạo và phát triển nội dung nhằm tăng nhận diện thương hiệu.","
Nhóm nghề nghiệp Tiếp thị và truyền thông 
- Tính chất công việc:  Đưa các sản phẩm ra thị trường và tới tay khách hàng. Xây dựng và phát triển chiến lược truyền thông, tiếp thị hiệu quả, tạo ra các chiến dịch quảng cáo sáng tạo, phát triển nội dung hấp dẫn qua các phương tiện truyền thông, nhằm đẩy mạnh nhận diện thương hiệu của ngân hàng"
11,,"Nhóm nghề nghiệp Quản trị Nhân sự:
- Tính chất công việc:  Xây dựng tổ chức thành công thông qua con người. Thu hút, tuyển dụng nhân tài; đào tạo, phát triển và giữ chân nhân viên; quản lý các chế độ đãi ngộ, phúc lợi và lợi ích cho người lao động. Tham gia xây dựng chính sách, quy trình liên quan đến nhân sự. Tham gia các hoạt động quản lý hiệu suất và phát triển nguồn lực tổng thể của tổ chức để ứng phó trước những sự biến đổi của thị trường. Xây dựng môi trường làm việc tích cực, tạo điều kiện thuận lợi cho sự phát triển cá nhân của từng thành viên trong tổ chức ","Nhóm Quản trị Nhân sự tại MB xây dựng tổ chức qua con người, thu hút và giữ chân nhân tài, quản lý phúc lợi, phát triển nguồn lực và tạo môi trường làm việc tích cực.","
Nhóm nghề nghiệp Quản trị Nhân sự:
- Tính chất công việc:  Xây dựng tổ chức thành công thông qua con người. Thu hút, tuyển dụng nhân tài; đào tạo, phát triển và giữ chân nhân viên; quản lý các chế độ đãi ngộ, phúc lợi và lợi ích cho người lao động. Tham gia xây dựng chính sách, quy trình liên quan đến nhân sự. Tham gia các hoạt động quản lý hiệu suất và phát triển nguồn lực tổng thể của tổ chức để ứng phó trước những sự biến đổi của thị trường. Xây dựng môi trường làm việc tích cực, tạo điều kiện thuận lợi cho sự phát triển cá nhân của từng thành viên trong tổ chức "
12,,"Nhóm nghề nghiệp Vận hành ngân hàng:
- Tính chất công việc: Là mắt xích quan trọng trong mọi hoạt động của ngân hàng, nhóm nghề nghiệp này giúp mọi hoạt động của các phòng, ban, bộ phận diễn ra trơn tru và đúng theo quy trình của hệ thống.Tối ưu hóa quy trình và cải thiện hiệu suất làm việc, không chỉ đảm bảo mọi hoạt động diễn ra theo đúng tiến độ mà còn diễn ra nhanh chóng, kịp thời để đáp ứng nhu cầu của khách hàng và thị trường","Nhóm nghề nghiệp Vận hành ngân hàng tại MB đảm bảo mọi hoạt động diễn ra trơn tru, đúng quy trình, tối ưu hóa hiệu suất và đáp ứng kịp thời nhu cầu khách hàng và thị trường.","
Nhóm nghề nghiệp Vận hành ngân hàng:
- Tính chất công việc: Là mắt xích quan trọng trong mọi hoạt động của ngân hàng, nhóm nghề nghiệp này giúp mọi hoạt động của các phòng, ban, bộ phận diễn ra trơn tru và đúng theo quy trình của hệ thống.Tối ưu hóa quy trình và cải thiện hiệu suất làm việc, không chỉ đảm bảo mọi hoạt động diễn ra theo đúng tiến độ mà còn diễn ra nhanh chóng, kịp thời để đáp ứng nhu cầu của khách hàng và thị trường"
13,,"Nhóm nghề nghiệp kinh doanh
- Tính chất công việc: Tiếp xúc với khách hàng và cung cấp các dịch vụ tài chính để đáp ứng nhu cầu khách hàng của MB",Nhóm nghề nghiệp kinh doanh tại MB tiếp xúc với khách hàng và cung cấp các dịch vụ tài chính để đáp ứng nhu cầu của họ.,"
Nhóm nghề nghiệp kinh doanh
- Tính chất công việc: Tiếp xúc với khách hàng và cung cấp các dịch vụ tài chính để đáp ứng nhu cầu khách hàng của MB"
14,,"Dấu ấn quan trọng trong quá trình hình thành của MB: 
• Doanh nghiệp xuất sắc chấu Á 2023, Ngân hàng chuyển đổi số tiêu biểu, Hội đồng quản trị có tính đa dạng cao 
• Top 50 Công ty niêm yết tốt nhất, Top 3 Doanh nghiệp niêm yết được nhà đầu tư yêu thích nhất 
• Top 3 Nơi làm việc tốt nhất Việt Nam ngành ngân hàng khối Doanh nghiệp lớn 
• Top 50 Thương hiệu nhà tuyển dụng hấp dẫn với sinh viên Việt Nam 
• Giải thưởng Sao Khuê vinh danh 3 sản phẩm số của MB là vòng thời trang thanh toán Stellar, thẻ MB JCB Be The Sky và phần mềm quản lý bán hàng mSeller ( lần thứ 6 liên tiếp MB nhận giải thưởng này )","MB đạt nhiều thành tựu như Doanh nghiệp xuất sắc châu Á 2023, Top 50 Công ty niêm yết tốt nhất, Top 3 Nơi làm việc tốt nhất ngành ngân hàng, và nhận Giải thưởng Sao Khuê lần thứ 6 liên tiếp.","
Dấu ấn quan trọng trong quá trình hình thành của MB: 
• Doanh nghiệp xuất sắc chấu Á 2023, Ngân hàng chuyển đổi số tiêu biểu, Hội đồng quản trị có tính đa dạng cao 
• Top 50 Công ty niêm yết tốt nhất, Top 3 Doanh nghiệp niêm yết được nhà đầu tư yêu thích nhất 
• Top 3 Nơi làm việc tốt nhất Việt Nam ngành ngân hàng khối Doanh nghiệp lớn 
• Top 50 Thương hiệu nhà tuyển dụng hấp dẫn với sinh viên Việt Nam 
• Giải thưởng Sao Khuê vinh danh 3 sản phẩm số của MB là vòng thời trang thanh toán Stellar, thẻ MB JCB Be The Sky và phần mềm quản lý bán hàng mSeller ( lần thứ 6 liên tiếp MB nhận giải thưởng này )"
15,,"Năng lực công nghệ và chuyên môn ngân hàng của MB 
+ Nền tảng số kết nối sâu rộng
+ Là tổ chức chú trọng khách hàng liên tục 
+ Là tổ chức có năng lực công nghệ vượt trội 
+ Là tổ chức quyết định dựa trên khách hàng và dữ liệu 
+ Là tổ chức đầu tư cho kinh doanh nền tảng 
+ Là tổ chức dám thử nghiệm và chấp nhận thất bại 
+ Là tổ chức có phương pháp làm việc khoa học 
+ Là tổ chức học hỏi và vui vẻ 
+ Là tổ chức phát triển bền vững","MB là ngân hàng có nền tảng số mạnh, chú trọng khách hàng, quyết định dựa trên dữ liệu, đầu tư nền tảng, dám thử nghiệm, làm việc khoa học, học hỏi, vui vẻ và phát triển bền vững.","
Năng lực công nghệ và chuyên môn ngân hàng của MB 
+ Nền tảng số kết nối sâu rộng
+ Là tổ chức chú trọng khách hàng liên tục 
+ Là tổ chức có năng lực công nghệ vượt trội 
+ Là tổ chức quyết định dựa trên khách hàng và dữ liệu 
+ Là tổ chức đầu tư cho kinh doanh nền tảng 
+ Là tổ chức dám thử nghiệm và chấp nhận thất bại 
+ Là tổ chức có phương pháp làm việc khoa học 
+ Là tổ chức học hỏi và vui vẻ 
+ Là tổ chức phát triển bền vững"
16,,"Chuyển đổi số tại MB:
- Tiếp tục đẩy mạnh chuyển đổi số và chuyển dịch khách hàng lên kênh số
- Tỷ lệ giao dịch trên kênh số đạt 96,7% tương đương 2,3 tỷ giao dịch, tăng trưởng 87% so với 2022 
- khẳng định vị trí dẫn đầu về giao dịch toàn ngành ngân hàng và tương đương với tỷ lệ giao dịch kênh số của các ngân hàng Top đầu châu Á. 
- Đưa ra thị trường các sản phẩm số giúp đẩy mạnh thanh toán không dùng tiền mặt tích hợp trên App MBBank và Biz MBBank như: Vòng tay thanh toán Stellar; Phát triển công cụ thanh toán VietQR tiện lợi, dễ dàng cho khách hàng doanh nghiệp. 
- Chuyển tiền quố+B13c tế online (cá nhân và doanh nghiệp) chuyển dịch 43%, tương đương 62 nghìn giao dịch, chuyển dịch giải ngân số đạt 50%, tương đương 233 nghìn giao dịch, thu nợ chuyển dịch 95%, tương đương 1,2 triệu giao dịch. 
- Chuyển dịch thẻ phi vật lý đạt 67%, tương đương 4,8 triệu thẻ phi vật lý, tiết kiệm chi phí in ấn và đóng gói thẻ. 
- Triển khai Smartscan trợ giúp số hóa hồ sơ: giúp lưu trữ 10 triệu file hồ sơ của khách hàng định danh, giảm 90% thời gian tìm kiếm và tra cứu hồ sơ, chi phí vận hành và số lượng nhân sự vận hành/ khách hàng active giảm từ 25-30% so với 2022. ","MB đẩy mạnh chuyển đổi số, đạt 96,7% giao dịch trên kênh số, dẫn đầu ngành ngân hàng. Các sản phẩm số như Vòng tay thanh toán Stellar, VietQR, và Smartscan giúp tiết kiệm chi phí và nâng cao hiệu quả.","
Chuyển đổi số tại MB:
- Tiếp tục đẩy mạnh chuyển đổi số và chuyển dịch khách hàng lên kênh số
- Tỷ lệ giao dịch trên kênh số đạt 96,7% tương đương 2,3 tỷ giao dịch, tăng trưởng 87% so với 2022 
- khẳng định vị trí dẫn đầu về giao dịch toàn ngành ngân hàng và tương đương với tỷ lệ giao dịch kênh số của các ngân hàng Top đầu châu Á. 
- Đưa ra thị trường các sản phẩm số giúp đẩy mạnh thanh toán không dùng tiền mặt tích hợp trên App MBBank và Biz MBBank như: Vòng tay thanh toán Stellar; Phát triển công cụ thanh toán VietQR tiện lợi, dễ dàng cho khách hàng doanh nghiệp. 
- Chuyển tiền quố+B13c tế online (cá nhân và doanh nghiệp) chuyển dịch 43%, tương đương 62 nghìn giao dịch, chuyển dịch giải ngân số đạt 50%, tương đương 233 nghìn giao dịch, thu nợ chuyển dịch 95%, tương đương 1,2 triệu giao dịch. 
- Chuyển dịch thẻ phi vật lý đạt 67%, tương đương 4,8 triệu thẻ phi vật lý, tiết kiệm chi phí in ấn và đóng gói thẻ. 
- Triển khai Smartscan trợ giúp số hóa hồ sơ: giúp lưu trữ 10 triệu file hồ sơ của khách hàng định danh, giảm 90% thời gian tìm kiếm và tra cứu hồ sơ, chi phí vận hành và số lượng nhân sự vận hành/ khách hàng active giảm từ 25-30% so với 2022. "
17,,"Tín dụng xanh : MB tích cực phát triển các sản phẩm tín dụng xanh đa dạng, phù hợp, hiệu quả tới đối tượng khách hàng mục tiêu: 
- Tổng dư cấp tín dụng xanh (bao gồm cho vay và trái phiếu) năm 2023 đạt 64.960 tỷ đồng, cho 3.762 khách hàng, đang trên đà tăng so với các năm trước và tăng 47% so với năm 2022. 
- Xây dựng các trường dữ liệu để nhận diện được các khách hàng/ sản phẩm/ chương trình xanh trên hệ thống.","MB phát triển tín dụng xanh, đạt 64.960 tỷ đồng năm 2023, tăng 47% so với 2022, phục vụ 3.762 khách hàng và xây dựng dữ liệu nhận diện khách hàng/sản phẩm xanh.","
Tín dụng xanh : MB tích cực phát triển các sản phẩm tín dụng xanh đa dạng, phù hợp, hiệu quả tới đối tượng khách hàng mục tiêu: 
- Tổng dư cấp tín dụng xanh (bao gồm cho vay và trái phiếu) năm 2023 đạt 64.960 tỷ đồng, cho 3.762 khách hàng, đang trên đà tăng so với các năm trước và tăng 47% so với năm 2022. 
- Xây dựng các trường dữ liệu để nhận diện được các khách hàng/ sản phẩm/ chương trình xanh trên hệ thống."
18,,"Các chiến dịch vì môi trường của MB: 
- Chiến dịch HiGreen – Bình minh xanh triển khai giai đoạn 1 - Thử thách chạy bộ, đã thu hút gần 30.000 người trên toàn quốc tham gia, hoàn thành 100% mục tiêu với 3 triệu km chạy bộ, 8,1 tỷ tiền tài trợ đối ứng trong năm 2023. 
- Ra mắt thẻ HiGreen và kết nối với các đối tác theo tiêu chí có sứ mệnh, chiến lược bền vững, hoạt động tuân thủ tiêu chí ESG như MasterCard, Xanh SM, Coolmate, Cocoon...
- MB thay thế loại bóng chiếu sáng tiết kiệm 40% tại văn phòng. 
- Rác thải nội bộ được phân loại ngay từ đầu nguồn tại điểm thu rác các tầng văn phòng bao gồm loại hữu cơ dễ phân hủy và vô cơ khó phân hủy","MB triển khai chiến dịch HiGreen với thử thách chạy bộ, ra mắt thẻ HiGreen, hợp tác với đối tác bền vững, thay thế bóng chiếu sáng tiết kiệm và phân loại rác thải nội bộ.","
Các chiến dịch vì môi trường của MB: 
- Chiến dịch HiGreen – Bình minh xanh triển khai giai đoạn 1 - Thử thách chạy bộ, đã thu hút gần 30.000 người trên toàn quốc tham gia, hoàn thành 100% mục tiêu với 3 triệu km chạy bộ, 8,1 tỷ tiền tài trợ đối ứng trong năm 2023. 
- Ra mắt thẻ HiGreen và kết nối với các đối tác theo tiêu chí có sứ mệnh, chiến lược bền vững, hoạt động tuân thủ tiêu chí ESG như MasterCard, Xanh SM, Coolmate, Cocoon...
- MB thay thế loại bóng chiếu sáng tiết kiệm 40% tại văn phòng. 
- Rác thải nội bộ được phân loại ngay từ đầu nguồn tại điểm thu rác các tầng văn phòng bao gồm loại hữu cơ dễ phân hủy và vô cơ khó phân hủy"
19,,"Con người MB: Các chương trình nổi bật hướng tới xây dựng văn hóa bền vững trong tổ chức bao gồm: 
- Chương trình Flexi Z thu hút gần 1.700 nhân sự tập đoàn với mục tiêu đào tạo nhân sự 9x cho vị trí lãnh đạo cấp cao. 
- Đào tạo bồi dưỡng nâng cao chất lượng nguồn lực thông qua chuỗi các chương trình đào tạo MB Leader, năng lực Digital, Bee Smart... Đặc biệt, các lớp đào tạo nhận thức về Phát triển bền vững được tổ chức trong năm 2023 cho hơn 120 cán bộ nhân viên đến từ khối Hội sở để đẩy mạnh hiệu quả triển khai tại các đơn vị. 
- Xây dựng Bộ cẩm nang MB 1688 - Phương pháp làm việc của người MB giúp cán bộ nhân viên MB chuyển đổi tư duy số, trang bị các phương pháp số để thực thi công việc, phục vụ khách hàng theo một cách nhất quán với tầm nhìn, mục tiêu, định hướng của MB. 
- Triển khai phong trào sáng kiến cải tiến hoạt động, sản phẩm dịch vụ (Beevoice), nâng cao tiếng nói của các MBer. 
- Tổng số lượng học viên tham gia các khóa học trong năm 2023: 11.737 CBNV. 
- Số giờ đào tạo bình quân năm 2023: 51,22 giờ (bao gồm cả đào tạo tân tuyển). ","Ngân hàng MB tập trung xây dựng văn hóa bền vững qua các chương trình đào tạo lãnh đạo, nâng cao năng lực số, phát triển bền vững, và sáng kiến cải tiến, với 11.737 học viên tham gia trong năm 2023.","
Con người MB: Các chương trình nổi bật hướng tới xây dựng văn hóa bền vững trong tổ chức bao gồm: 
- Chương trình Flexi Z thu hút gần 1.700 nhân sự tập đoàn với mục tiêu đào tạo nhân sự 9x cho vị trí lãnh đạo cấp cao. 
- Đào tạo bồi dưỡng nâng cao chất lượng nguồn lực thông qua chuỗi các chương trình đào tạo MB Leader, năng lực Digital, Bee Smart... Đặc biệt, các lớp đào tạo nhận thức về Phát triển bền vững được tổ chức trong năm 2023 cho hơn 120 cán bộ nhân viên đến từ khối Hội sở để đẩy mạnh hiệu quả triển khai tại các đơn vị. 
- Xây dựng Bộ cẩm nang MB 1688 - Phương pháp làm việc của người MB giúp cán bộ nhân viên MB chuyển đổi tư duy số, trang bị các phương pháp số để thực thi công việc, phục vụ khách hàng theo một cách nhất quán với tầm nhìn, mục tiêu, định hướng của MB. 
- Triển khai phong trào sáng kiến cải tiến hoạt động, sản phẩm dịch vụ (Beevoice), nâng cao tiếng nói của các MBer. 
- Tổng số lượng học viên tham gia các khóa học trong năm 2023: 11.737 CBNV. 
- Số giờ đào tạo bình quân năm 2023: 51,22 giờ (bao gồm cả đào tạo tân tuyển). "
20,,"Trách nhiệm với cộng đồng: 
- Hơn 100 chương trình an sinh xã hội với tổng kinh phí đạt 247 tỷ đồng. 
- MB đã có điểm giao dịch tại 05/10 tỉnh khó khăn nhất cả nước (Sơn La, Điện Biên, Gia Lai, Lào Cai, Yên Bái). 
- Nền tảng xã hội thiện nguyện cung cấp tiện ích cho gần 1.200 tổ chức và cá nhân gây quỹ, tổ chức hơn 3.200 chiến dịch tính tới hết năm 2023","MB đã thực hiện hơn 100 chương trình an sinh xã hội với kinh phí 247 tỷ đồng, mở điểm giao dịch tại 5 tỉnh khó khăn và hỗ trợ gần 1.200 tổ chức, cá nhân gây quỹ qua 3.200 chiến dịch.","
Trách nhiệm với cộng đồng: 
- Hơn 100 chương trình an sinh xã hội với tổng kinh phí đạt 247 tỷ đồng. 
- MB đã có điểm giao dịch tại 05/10 tỉnh khó khăn nhất cả nước (Sơn La, Điện Biên, Gia Lai, Lào Cai, Yên Bái). 
- Nền tảng xã hội thiện nguyện cung cấp tiện ích cho gần 1.200 tổ chức và cá nhân gây quỹ, tổ chức hơn 3.200 chiến dịch tính tới hết năm 2023"
21,,Lợi nhuận trước thuế tập đoàn MB trong năm 2023 là 26306 tỷ đồng,Lợi nhuận trước thuế tập đoàn MB năm 2023 đạt 26.306 tỷ đồng.,"
Lợi nhuận trước thuế tập đoàn MB trong năm 2023 là 26306 tỷ đồng"
22,,"Các ngành nghề kinh doanh của MB
- Hoạt động dịch vụ tài chính
- Bán buôn kim loại và quặng kim loại
- Hoạt động của đại lý và môi giới bảo hiểm
- Hoạt động trung gian tiền tệ khác","MB kinh doanh trong các lĩnh vực: dịch vụ tài chính, bán buôn kim loại và quặng, đại lý và môi giới bảo hiểm, và trung gian tiền tệ.","
Các ngành nghề kinh doanh của MB
- Hoạt động dịch vụ tài chính
- Bán buôn kim loại và quặng kim loại
- Hoạt động của đại lý và môi giới bảo hiểm
- Hoạt động trung gian tiền tệ khác"
23,,"Nguyên tắc quản trị trong phát triển bền vững:
- Trách nhiệm với môi trường: quản trị và kiểm soát rủi ro môi trường – xã hội trong hoạt động cho vay và sau vay của ngân hàng, xác định các cơ hội liên quan tới môi trường trong hoạt động kinh doanh.
- Trách nhiệm với xã hội: thúc đẩy bình đẳng, tôn trọng các nguyên tắc quyền con người trong các chương trình và hoạt động kinh doanh của 2 ngân hàng. 
- Trách nhiệm với chính ngân hàng: nâng cao năng lực quản trị; tăng cường đào tạo, nâng cao chất lượng nguồn nhân lực; thúc đẩy văn hóa ngân hàng xanh tới toàn thể cán bộ, nhân viên ngân hàng; minh bạch thông tin trong nội bộ ngân hàng và các bên liên quan.","Ngân hàng MB cam kết quản trị bền vững qua việc kiểm soát rủi ro môi trường, thúc đẩy bình đẳng xã hội, nâng cao năng lực quản trị và minh bạch thông tin.","
Nguyên tắc quản trị trong phát triển bền vững:
- Trách nhiệm với môi trường: quản trị và kiểm soát rủi ro môi trường – xã hội trong hoạt động cho vay và sau vay của ngân hàng, xác định các cơ hội liên quan tới môi trường trong hoạt động kinh doanh.
- Trách nhiệm với xã hội: thúc đẩy bình đẳng, tôn trọng các nguyên tắc quyền con người trong các chương trình và hoạt động kinh doanh của 2 ngân hàng. 
- Trách nhiệm với chính ngân hàng: nâng cao năng lực quản trị; tăng cường đào tạo, nâng cao chất lượng nguồn nhân lực; thúc đẩy văn hóa ngân hàng xanh tới toàn thể cán bộ, nhân viên ngân hàng; minh bạch thông tin trong nội bộ ngân hàng và các bên liên quan."
24,,"Số lượng khách hàng của MB trong năm 2023 là 26,5 triệu khách hàng","Ngân hàng MB có 26,5 triệu khách hàng trong năm 2023.","
Số lượng khách hàng của MB trong năm 2023 là 26,5 triệu khách hàng"
25,,"Tổ chức và nhân sự của MB trong năm 2023
- Số lượng nhân sự tập đoàn: 16234 người, riêng ngân hàng là : 10481 người 
- Độ tuổi bình quân của nhân viên MB: 32 tuổi 
- Tỉ lệ nhân sự có thâm niên làm việc trên 3 năm tại MB là 95% 
- Thu nhập trung bình của nhân viên ở mức: 35,4 triệu đồng/ tháng ","Ngân hàng MB năm 2023 có 10.481 nhân viên, độ tuổi bình quân 32, 95% có thâm niên trên 3 năm, thu nhập trung bình 35,4 triệu đồng/tháng.","
Tổ chức và nhân sự của MB trong năm 2023
- Số lượng nhân sự tập đoàn: 16234 người, riêng ngân hàng là : 10481 người 
- Độ tuổi bình quân của nhân viên MB: 32 tuổi 
- Tỉ lệ nhân sự có thâm niên làm việc trên 3 năm tại MB là 95% 
- Thu nhập trung bình của nhân viên ở mức: 35,4 triệu đồng/ tháng "
26,Chế độ đãi ngộ của nhân viên MB,"MB không ngừng nỗ lực đổi mới và cập nhật thường xuyên cơ chế, chính sách áp dụng cho cán bộ nhân viên để hoàn thiện toàn diện hệ thống lương, thưởng & phúc lợi. 
Chính sách của MB dành cho Người lao động đa dạng về hình thức, được cá nhân hóa theo nhu cầu, hướng tới tính dài hạn nhằm khuyến khích gắn kết, nâng cao tinh thần, hiệu suất làm việc tối đa: tổ chức các chương trình đãi ngộ, tri ân cán bộ nhân viên có thâm niên gắn bó lâu dài tại MB, áp dụng chính sách thưởng thành tích tích lũy, hỗ trợ kinh phí thể thao, hỗ trợ chi phí trông trẻ, bảo hiểm sức khỏe, bảo hiểm nhân thọ…

MB tiên phong trong việc triển khai hình thức đãi ngộ hưu trí bổ sung tự nguyện An thịnh cho cán bộ nhân viên nhằm gia tăng thu nhập, đảm bảo cuộc sống an nhàn, sung túc cho cán bộ nhân viên trong giai đoạn hưu trí.

Bên cạnh đó, các chính sách của MB không chỉ tập trung vào cán bộ nhân viên mà còn dành sự quan tâm thường xuyên tới gia đình thông qua các chương trình thăm hỏi, tặng quà, hỗ trợ gói bảo hiểm sức khỏe... tạo cho người lao động một môi trường thoải mái và tinh thần yên tâm cống hiến cho tổ chức.","MB liên tục cập nhật chế độ đãi ngộ, cá nhân hóa theo nhu cầu, khuyến khích gắn kết, nâng cao hiệu suất làm việc, hỗ trợ hưu trí, chăm sóc gia đình nhân viên, tạo môi trường làm việc thoải mái.","Chế độ đãi ngộ của nhân viên MB
MB không ngừng nỗ lực đổi mới và cập nhật thường xuyên cơ chế, chính sách áp dụng cho cán bộ nhân viên để hoàn thiện toàn diện hệ thống lương, thưởng & phúc lợi. 
Chính sách của MB dành cho Người lao động đa dạng về hình thức, được cá nhân hóa theo nhu cầu, hướng tới tính dài hạn nhằm khuyến khích gắn kết, nâng cao tinh thần, hiệu suất làm việc tối đa: tổ chức các chương trình đãi ngộ, tri ân cán bộ nhân viên có thâm niên gắn bó lâu dài tại MB, áp dụng chính sách thưởng thành tích tích lũy, hỗ trợ kinh phí thể thao, hỗ trợ chi phí trông trẻ, bảo hiểm sức khỏe, bảo hiểm nhân thọ…

MB tiên phong trong việc triển khai hình thức đãi ngộ hưu trí bổ sung tự nguyện An thịnh cho cán bộ nhân viên nhằm gia tăng thu nhập, đảm bảo cuộc sống an nhàn, sung túc cho cán bộ nhân viên trong giai đoạn hưu trí.

Bên cạnh đó, các chính sách của MB không chỉ tập trung vào cán bộ nhân viên mà còn dành sự quan tâm thường xuyên tới gia đình thông qua các chương trình thăm hỏi, tặng quà, hỗ trợ gói bảo hiểm sức khỏe... tạo cho người lao động một môi trường thoải mái và tinh thần yên tâm cống hiến cho tổ chức."
27,Chế độ đãi ngộ của nhân viên MB,"Phúc lợi cho nhân viên toàn thời gian: 
- Xây dựng và ban hành các quy định, hướng dẫn về công tác thi đua khen thưởng rõ ràng, hiệu quả.
- Thực hiện đánh giá, khen thưởng định kỳ 6 tháng/lần hàng năm những tập thể, cá nhân có thành tính nổi bật trong các hoạt động kinh doanh 
- Thực hiện khen thưởng cá nhân, tập thể với những trường hợp đạt kết quả đột phá, có những sáng kiến áp dụng hiệu quả vào thực tế hoạt động kinh doanh của ngân hàng, có những hành động xã hội tiêu biểu như thực hiện từ thiện, các dự án cộng đồng, v.v. 
- Thường xuyên xây dựng các mô hình thi đua theo chủ đề, lĩnh vực hoạt động, sản phẩm kinh doanh của từng giai đoạn, phù hợp với quá trình và xu thế hoạt động của ngân hàng trong năm + Các hình thức khen thưởng được áp dụng bao gồm: tiền thưởng, quà tặng, giao lưu khen thưởng, bằng khen, kỉ niệm chương, vinh danh truyền thông toàn Ngân hàng ","Ngân hàng MB có chế độ đãi ngộ rõ ràng, hiệu quả với các hình thức khen thưởng định kỳ và đột xuất, bao gồm tiền thưởng, quà tặng, bằng khen, và vinh danh truyền thông.","Chế độ đãi ngộ của nhân viên MB
Phúc lợi cho nhân viên toàn thời gian: 
- Xây dựng và ban hành các quy định, hướng dẫn về công tác thi đua khen thưởng rõ ràng, hiệu quả.
- Thực hiện đánh giá, khen thưởng định kỳ 6 tháng/lần hàng năm những tập thể, cá nhân có thành tính nổi bật trong các hoạt động kinh doanh 
- Thực hiện khen thưởng cá nhân, tập thể với những trường hợp đạt kết quả đột phá, có những sáng kiến áp dụng hiệu quả vào thực tế hoạt động kinh doanh của ngân hàng, có những hành động xã hội tiêu biểu như thực hiện từ thiện, các dự án cộng đồng, v.v. 
- Thường xuyên xây dựng các mô hình thi đua theo chủ đề, lĩnh vực hoạt động, sản phẩm kinh doanh của từng giai đoạn, phù hợp với quá trình và xu thế hoạt động của ngân hàng trong năm + Các hình thức khen thưởng được áp dụng bao gồm: tiền thưởng, quà tặng, giao lưu khen thưởng, bằng khen, kỉ niệm chương, vinh danh truyền thông toàn Ngân hàng "
